time,value,variable,station,lon,lat,region,site-id
2009-09-27 06:00:00,5.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 07:00:00,6.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 08:00:00,6.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 09:00:00,10.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 10:00:00,18.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 11:00:00,23.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 12:00:00,30.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 13:00:00,27.4,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 14:00:00,21.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 15:00:00,36.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 16:00:00,31.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 17:00:00,92.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 18:00:00,36.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 19:00:00,24.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 20:00:00,20.9,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 21:00:00,13.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 22:00:00,15.4,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-27 23:00:00,14.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 00:00:00,13.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 01:00:00,14.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 02:00:00,11.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 03:00:00,10.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 04:00:00,10.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 05:00:00,10.1,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 06:00:00,12.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 07:00:00,13.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 08:00:00,14.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 09:00:00,13.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 10:00:00,10.9,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 11:00:00,10.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 12:00:00,8.1,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 13:00:00,7.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 14:00:00,18.1,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 15:00:00,16.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 16:00:00,16.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 17:00:00,16.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 18:00:00,10.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 19:00:00,11.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 20:00:00,10.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 21:00:00,10.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 22:00:00,10.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-28 23:00:00,11.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 00:00:00,11.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 01:00:00,11.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 02:00:00,12.4,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 03:00:00,9.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 04:00:00,8.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 05:00:00,12.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 06:00:00,13.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 07:00:00,15.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 08:00:00,7.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 09:00:00,8.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 10:00:00,8.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 11:00:00,9.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 12:00:00,20.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 13:00:00,21.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 14:00:00,16.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 15:00:00,,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 16:00:00,16.5,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 17:00:00,16.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 18:00:00,16.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 19:00:00,20.7,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 20:00:00,27.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 21:00:00,26.1,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 22:00:00,23.3,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-29 23:00:00,16.8,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-30 00:00:00,15.6,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-30 01:00:00,15.2,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-30 02:00:00,18.1,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-30 03:00:00,20.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
2009-09-30 04:00:00,22.0,PM10,RANDWICK,151.24278,-33.93175,Sydney East,33
