,Nordost;CHL_mean,Nordost;CHL_mean_tres_5,Nordost;CHL_standard_deviation,Nordost;CHL_standard_deviation_tres_5,Nordost;CHL_minimum,Nordost;CHL_minimum_tres_5,Nordost;CHL_maximum,Nordost;CHL_maximum_tres_5,Nordost;CHL_median,Nordost;CHL_median_tres_5,Nordost;CHL_percentile_standard_deviation,Nordost;CHL_percentile_standard_deviation_tres_5,Nordost;CHL_percentile_3,Nordost;CHL_percentile_3_tres_5,Nordost;CHL_percentile_97,Nordost;CHL_percentile_97_tres_5,Nordost;CHL_count,Nordost;CHL_count_tres_5,Nordost;CHL,Nordost;CHL_tres_5,Nordost;CHL_error,Nordost;CHL_error_tres_5,Korall;CHL_mean,Korall;CHL_mean_tres_5,Korall;CHL_standard_deviation,Korall;CHL_standard_deviation_tres_5,Korall;CHL_minimum,Korall;CHL_minimum_tres_5,Korall;CHL_maximum,Korall;CHL_maximum_tres_5,Korall;CHL_median,Korall;CHL_median_tres_5,Korall;CHL_percentile_standard_deviation,Korall;CHL_percentile_standard_deviation_tres_5,Korall;CHL_percentile_3,Korall;CHL_percentile_3_tres_5,Korall;CHL_percentile_97,Korall;CHL_percentile_97_tres_5,Korall;CHL_count,Korall;CHL_count_tres_5,Korall;CHL,Korall;CHL_tres_5,Korall;CHL_error,Korall;CHL_error_tres_5,Tasman;CHL_mean,Tasman;CHL_mean_tres_5,Tasman;CHL_standard_deviation,Tasman;CHL_standard_deviation_tres_5,Tasman;CHL_minimum,Tasman;CHL_minimum_tres_5,Tasman;CHL_maximum,Tasman;CHL_maximum_tres_5,Tasman;CHL_median,Tasman;CHL_median_tres_5,Tasman;CHL_percentile_standard_deviation,Tasman;CHL_percentile_standard_deviation_tres_5,Tasman;CHL_percentile_3,Tasman;CHL_percentile_3_tres_5,Tasman;CHL_percentile_97,Tasman;CHL_percentile_97_tres_5,Tasman;CHL_count,Tasman;CHL_count_tres_5,Tasman;CHL,Tasman;CHL_tres_5,Tasman;CHL_error,Tasman;CHL_error_tres_5,Süden;CHL_mean,Süden;CHL_mean_tres_5,Süden;CHL_standard_deviation,Süden;CHL_standard_deviation_tres_5,Süden;CHL_minimum,Süden;CHL_minimum_tres_5,Süden;CHL_maximum,Süden;CHL_maximum_tres_5,Süden;CHL_median,Süden;CHL_median_tres_5,Süden;CHL_percentile_standard_deviation,Süden;CHL_percentile_standard_deviation_tres_5,Süden;CHL_percentile_3,Süden;CHL_percentile_3_tres_5,Süden;CHL_percentile_97,Süden;CHL_percentile_97_tres_5,Süden;CHL_count,Süden;CHL_count_tres_5,Süden;CHL,Süden;CHL_tres_5,Süden;CHL_error,Süden;CHL_error_tres_5,Südozean;CHL_mean,Südozean;CHL_mean_tres_5,Südozean;CHL_standard_deviation,Südozean;CHL_standard_deviation_tres_5,Südozean;CHL_minimum,Südozean;CHL_minimum_tres_5,Südozean;CHL_maximum,Südozean;CHL_maximum_tres_5,Südozean;CHL_median,Südozean;CHL_median_tres_5,Südozean;CHL_percentile_standard_deviation,Südozean;CHL_percentile_standard_deviation_tres_5,Südozean;CHL_percentile_3,Südozean;CHL_percentile_3_tres_5,Südozean;CHL_percentile_97,Südozean;CHL_percentile_97_tres_5,Südozean;CHL_count,Südozean;CHL_count_tres_5,Südozean;CHL,Südozean;CHL_tres_5,Südozean;CHL_error,Südozean;CHL_error_tres_5,Komplette Domäne;CHL_mean,Komplette Domäne;CHL_mean_tres_5,Komplette Domäne;CHL_standard_deviation,Komplette Domäne;CHL_standard_deviation_tres_5,Komplette Domäne;CHL_minimum,Komplette Domäne;CHL_minimum_tres_5,Komplette Domäne;CHL_maximum,Komplette Domäne;CHL_maximum_tres_5,Komplette Domäne;CHL_median,Komplette Domäne;CHL_median_tres_5,Komplette Domäne;CHL_percentile_standard_deviation,Komplette Domäne;CHL_percentile_standard_deviation_tres_5,Komplette Domäne;CHL_percentile_3,Komplette Domäne;CHL_percentile_3_tres_5,Komplette Domäne;CHL_percentile_97,Komplette Domäne;CHL_percentile_97_tres_5,Komplette Domäne;CHL_count,Komplette Domäne;CHL_count_tres_5,Komplette Domäne;CHL,Komplette Domäne;CHL_tres_5,Komplette Domäne;CHL_error,Komplette Domäne;CHL_error_tres_5,time,Nordost;CHL_mean_5,Nordost;CHL_standard_deviation_5,Nordost;CHL_minimum_5,Nordost;CHL_maximum_5,Nordost;CHL_median_5,Nordost;CHL_percentile_standard_deviation_5,Nordost;CHL_percentile_3_5,Nordost;CHL_percentile_97_5,Nordost;CHL_count_5,Korall;CHL_mean_5,Korall;CHL_standard_deviation_5,Korall;CHL_minimum_5,Korall;CHL_maximum_5,Korall;CHL_median_5,Korall;CHL_percentile_standard_deviation_5,Korall;CHL_percentile_3_5,Korall;CHL_percentile_97_5,Korall;CHL_count_5,Tasman;CHL_mean_5,Tasman;CHL_standard_deviation_5,Tasman;CHL_minimum_5,Tasman;CHL_maximum_5,Tasman;CHL_median_5,Tasman;CHL_percentile_standard_deviation_5,Tasman;CHL_percentile_3_5,Tasman;CHL_percentile_97_5,Tasman;CHL_count_5,Süden;CHL_mean_5,Süden;CHL_standard_deviation_5,Süden;CHL_minimum_5,Süden;CHL_maximum_5,Süden;CHL_median_5,Süden;CHL_percentile_standard_deviation_5,Süden;CHL_percentile_3_5,Süden;CHL_percentile_97_5,Süden;CHL_count_5,Südozean;CHL_mean_5,Südozean;CHL_standard_deviation_5,Südozean;CHL_minimum_5,Südozean;CHL_maximum_5,Südozean;CHL_median_5,Südozean;CHL_percentile_standard_deviation_5,Südozean;CHL_percentile_3_5,Südozean;CHL_percentile_97_5,Südozean;CHL_count_5,Komplette Domäne;CHL_mean_5,Komplette Domäne;CHL_standard_deviation_5,Komplette Domäne;CHL_minimum_5,Komplette Domäne;CHL_maximum_5,Komplette Domäne;CHL_median_5,Komplette Domäne;CHL_percentile_standard_deviation_5,Komplette Domäne;CHL_percentile_3_5,Komplette Domäne;CHL_percentile_97_5,Komplette Domäne;CHL_count_5,Nordost;CHL_5,Nordost;CHL_error_5,Korall;CHL_5,Korall;CHL_error_5,Tasman;CHL_5,Tasman;CHL_error_5,Süden;CHL_5,Süden;CHL_error_5,Südozean;CHL_5,Südozean;CHL_error_5,Komplette Domäne;CHL_5,Komplette Domäne;CHL_error_5
39,0.27778637,,0.10373346,,0.13108252,,0.8109913,,0.27578148,,0.085070245,,0.16058294,,0.5223395,,181.73059,,0.2633628,,0.08554154396057129,,0.12968689,,0.036056783,,0.07019796,,0.28851703,,0.12969592,,0.031831242,,0.083838105,,0.20982537,,143.41127,,0.1266353,,0.04727372646331787,,0.21218537,,0.08728806,,0.1078898,,0.71536136,,0.20618682,,0.061273783,,0.13169163,,0.4114197,,127.513084,,0.22166155,,0.07482417583465577,,0.17225432,,0.061380293,,0.089638,,0.4851794,,0.17046334,,0.043854237,,0.10926905,,0.31883568,,115.86906,,0.17209911,,0.0640280818939209,,0.15220948,,0.052945096,,0.08969358,,0.33476946,,0.15138039,,0.044439066,,0.09824441,,0.2682071,,42.47119,,0.17317249,,0.09946293830871582,,0.17015184,,0.060168307,,0.0916227,,0.4486145,,0.16846263,,0.047360282,,0.10717403,,0.3062919,,100.89598,,0.17895773,,0.0788662338256836,,2009-07-10,0.28751304745674133,0.1084914356470108,0.13516393303871155,0.8493157029151917,0.28570568561553955,0.0886390283703804,0.16552118957042694,0.5431405305862427,183.75062561035156,0.17492443323135376,0.05283468961715698,0.09171702712774277,0.4383654296398163,0.1743602156639099,0.043390288949012756,0.11194118112325668,0.2967222034931183,166.236572265625,0.20088154077529907,0.08260588347911835,0.10607849061489105,0.7011781930923462,0.19273489713668823,0.056620486080646515,0.12778881192207336,0.4000551700592041,148.664794921875,0.508142352104187,0.33446353673934937,0.23423726856708527,2.400883436203003,0.4982471168041229,0.16616758704185486,0.2898407280445099,1.4486157894134521,144.19232177734375,,,,,,,,,,0.24819856882095337,0.09540059417486191,0.12106379121541977,0.7544249296188354,0.24564193189144135,0.07283145934343338,0.14795440435409546,0.4780346155166626,172.15000915527344,0.2718350291252136,0.08844715704919963,0.1937260776758194,0.0657369343152925,0.18981750309467316,0.060788522431184905,0.6560178995132446,0.234532380074138,,,0.24960242211818695,0.08240850427413875
40,0.27674237,,0.10417617,,0.13045943,,0.81284034,,0.27484632,,0.08525927,,0.16004737,,0.523806,,181.36285,,0.26379243,,0.08490211486816407,,0.12970886,,0.035991523,,0.070184216,,0.2880998,,0.12972265,,0.031707052,,0.08392933,,0.20957167,,143.48036,,0.12933755,,0.045518898963928224,,0.21234365,,0.08746211,,0.1080252,,0.72011,,0.20631202,,0.061359223,,0.13179283,,0.41144934,,128.41217,,0.2216022,,0.07850000858306885,,0.17210667,,0.06105972,,0.08954016,,0.4822527,,0.17038669,,0.043910634,,0.109261505,,0.3195752,,114.70949,,0.15368189,,0.056591582298278806,,0.15240414,,0.052303236,,0.090333164,,0.33456585,,0.15176553,,0.04358737,,0.09895149,,0.2679014,,42.279953,,0.16914374,,0.09682518959045411,,0.16998632,,0.05982898,,0.09175144,,0.44794357,,0.16839868,,0.04707823,,0.1073003,,0.30592182,,100.333534,,0.1753215,,0.07654765129089355,,2009-07-11,0.2862734794616699,0.10907252877950668,0.1344016194343567,0.8518907427787781,0.28455111384391785,0.08888746052980423,0.1648387759923935,0.545086681842804,183.52496337890625,0.174870103597641,0.05298397317528725,0.09185085445642471,0.4377793073654175,0.17413994669914246,0.043239954859018326,0.11207715421915054,0.2969238758087158,165.25006103515625,0.20157313346862793,0.08394185453653336,0.10640759021043777,0.7069198489189148,0.1930733025074005,0.05773836746811867,0.12755613029003143,0.40293774008750916,146.45993041992188,0.5054433345794678,0.327888548374176,0.23084324598312378,2.302737236022949,0.4955597519874573,0.17465439438819885,0.2877843976020813,1.441117763519287,143.79872131347656,,,,,,,,,,0.24754074215888977,0.09570077806711197,0.12063844501972198,0.7529492378234863,0.2449287325143814,0.07335825264453888,0.147541344165802,0.4792343080043793,171.41253662109375,0.2741154134273529,0.08819642304545255,0.19903714954853058,0.06532498651349045,0.22543099522590637,0.07178826669500779,0.40667277574539185,0.13402049446014416,,,0.24862398207187653,0.08045303391903985
41,0.27598277,,0.104051836,,0.12991823,,0.8127726,,0.274024,,0.08503577,,0.15997358,,0.52249527,,181.38487,,0.27358183,,0.08805137634277344,,0.12951356,,0.03583357,,0.07025945,,0.2881521,,0.12958339,,0.031560894,,0.08387205,,0.20868193,,143.71214,,0.12977651,,0.04566528797149658,,0.21271212,,0.08808045,,0.108166926,,0.7314614,,0.20662142,,0.061396927,,0.13206409,,0.4122287,,128.39978,,0.22810175,,0.07858365535736084,,0.17237386,,0.061809164,,0.0898302,,0.48420918,,0.17054382,,0.044245716,,0.10942909,,0.32224813,,114.14273,,0.14649145,,0.05169695377349853,,0.15281859,,0.051988833,,0.09060113,,0.33215478,,0.15246204,,0.043556064,,0.09927133,,0.26708204,,42.179768,,0.16130887,,0.0930385398864746,,0.17004627,,0.059688237,,0.09189882,,0.44714445,,0.16853763,,0.04704992,,0.10744879,,0.305859,,99.845,,0.17371719,,0.07544893741607667,,2009-07-12,0.2854209840297699,0.10893003642559052,0.13379885256290436,0.8521627187728882,0.2836148738861084,0.08866055309772491,0.16474758088588715,0.5435000061988831,183.50302124023438,0.17451490461826324,0.052848584949970245,0.09234326332807541,0.4401412010192871,0.17376676201820374,0.04288255795836449,0.1120147556066513,0.29592764377593994,164.71453857421875,0.20297178626060486,0.08572157472372055,0.10677365213632584,0.7222667932510376,0.19411306083202362,0.05872489884495735,0.12803420424461365,0.40958794951438904,145.87692260742188,0.5060247182846069,0.34965938329696655,0.23015233874320984,2.3291454315185547,0.4942591190338135,0.19551223516464233,0.28630298376083374,1.4995008707046509,142.2600860595703,,,,,,,,,,0.24719826877117157,0.09658000618219376,0.12050648033618927,0.75682133436203,0.2444235235452652,0.07398536056280136,0.14748802781105042,0.4810253083705902,171.10140991210938,0.28078320622444153,0.09075839643519316,0.2037653625011444,0.06836693866246378,0.25355252623558044,0.08300939686925175,0.4330480098724365,0.1363224129807122,,,0.25827154517173767,0.08454446281979244
42,0.27543378,,0.10330294,,0.13009116,,0.8071799,,0.27360797,,0.0849355,,0.16006725,,0.5201368,,181.73772,,0.29243785,,0.09711236000061035,,0.12957203,,0.03550627,,0.07047013,,0.28576174,,0.12966539,,0.031410463,,0.08407336,,0.20834415,,144.778,,0.13079005,,0.04651589870452881,,0.21259327,,0.08764657,,0.10811895,,0.7208402,,0.20634088,,0.061616745,,0.13178444,,0.41345978,,127.12567,,0.23651668,,0.07872797012329101,,0.17232807,,0.060864102,,0.09055213,,0.4789867,,0.17046821,,0.04386268,,0.10987373,,0.31764048,,114.45666,,0.14683259,,0.05106143474578857,,0.15399282,,0.053505123,,0.0912724,,0.33564994,,0.15347852,,0.044995982,,0.099962056,,0.27202097,,41.244877,,0.15682629,,0.08963645935058594,,0.1703372,,0.059744917,,0.092414215,,0.44401982,,0.16877486,,0.047431897,,0.10784144,,0.30630922,,99.13197,,0.17590903,,0.0755990743637085,,2009-07-13,0.2847512662410736,0.10819289088249207,0.1339046061038971,0.8464073538780212,0.28309330344200134,0.08867868781089783,0.1647571176290512,0.5409297943115234,184.0116424560547,0.17452372610569,0.05256102979183197,0.09256250411272049,0.43772417306900024,0.17368577420711517,0.04270569607615471,0.11241360753774643,0.29639697074890137,164.32760620117188,0.2035965621471405,0.08564507961273193,0.1072445809841156,0.706527590751648,0.19441713392734528,0.059576645493507385,0.12800030410289764,0.4133799374103546,144.7598876953125,0.501713752746582,0.34849420189857483,0.2279895693063736,2.317565679550171,0.49120381474494934,0.1934693157672882,0.28409117460250854,1.4949381351470947,143.32794189453125,,,,,,,,,,0.24678991734981537,0.09605813026428223,0.12061857432126999,0.750557541847229,0.24406376481056213,0.07398387789726257,0.14753656089305878,0.48019838333129883,171.12908935546875,0.3001693785190582,0.10002051240340051,0.20156894624233246,0.06852049303367722,0.22841133177280426,0.07671798193290158,0.41934242844581604,0.1353542287767573,,,0.263729989528656,0.0884328977403925
43,0.2754972,,0.10372561,,0.12994838,,0.804621,,0.2735159,,0.085482426,,0.16015565,,0.5231618,,181.78726,,0.29138905,,0.09397551536560059,,0.12960778,,0.03536474,,0.070399515,,0.2841747,,0.12974668,,0.031434577,,0.084068544,,0.20829332,,145.2562,,0.12943438,,0.0467799186706543,,0.21222071,,0.088233165,,0.10770526,,0.72043,,0.20608479,,0.06183115,,0.13101424,,0.41556635,,125.04453,,0.22830312,,0.0757046890258789,,0.17201322,,0.059778675,,0.09072399,,0.46458563,,0.17021424,,0.043489844,,0.10988988,,0.3184701,,114.73018,,0.14833303,,0.052340540885925296,,0.15381123,,0.053440325,,0.09093409,,0.33169734,,0.15336213,,0.045445308,,0.09950048,,0.27202365,,40.7664,,0.1533865,,0.08662492752075196,,0.17014323,,0.05960094,,0.09227284,,0.4388918,,0.16860715,,0.047608808,,0.10757753,,0.30703717,,98.518524,,0.17330109,,0.07441693782806397,,2009-07-14,0.2847343683242798,0.1087193638086319,0.13372552394866943,0.8448331952095032,0.28291383385658264,0.08927210420370102,0.16477525234222412,0.5439673066139221,184.0019073486328,0.17442475259304047,0.05273287743330002,0.09231323003768921,0.438947468996048,0.17372682690620422,0.04282735660672188,0.11219597607851028,0.2967982888221741,164.8351287841797,0.20323629677295685,0.08686026185750961,0.1066417470574379,0.7176778316497803,0.19393691420555115,0.05964454263448715,0.12775619328022003,0.4149020314216614,143.44139099121094,0.4980941414833069,0.3264632821083069,0.22607000172138214,2.130599021911621,0.4889217019081116,0.19105315208435059,0.28182685375213623,1.4441720247268677,142.71817016601562,,,,,,,,,,0.24657601118087769,0.0957852303981781,0.12029986083507538,0.7451570630073547,0.2438397854566574,0.07425425946712494,0.14736633002758026,0.48034149408340454,171.0832977294922,0.29881054162979126,0.09648290596779815,0.19996270537376404,0.06712876108300633,0.2120940387248993,0.0711271918969544,0.4098769724369049,0.12624212783680208,,,0.2599881589412689,0.08529489838887798
44,0.27543667,,0.10384352,,0.12910986,,0.80791867,,0.27357206,,0.085534744,,0.15986145,,0.5210434,,181.08556,,0.28479105,,0.09007241249084473,,0.12976162,,0.035454705,,0.070804596,,0.28575116,,0.12981841,,0.031370938,,0.08431159,,0.20859838,,145.41797,,0.1317112,,0.048246879577636716,,0.21202485,,0.08903964,,0.10758092,,0.72638774,,0.20566638,,0.06198645,,0.13078164,,0.4178773,,124.73952,,0.22499163,,0.07468749046325683,,0.1716416,,0.058379248,,0.09083224,,0.4528631,,0.17008483,,0.043196924,,0.11002421,,0.31198946,,115.301384,,0.16095386,,0.05767041206359863,,0.15423092,,0.05444496,,0.09027699,,0.33868176,,0.15392539,,0.046623852,,0.098929025,,0.2725414,,41.283924,,0.15090188,,0.08332681655883789,,0.17027673,,0.060030732,,0.09202826,,0.4413956,,0.16874945,,0.04810483,,0.10737028,,0.30693465,,98.51822,,0.17423111,,0.074290771484375,,2009-07-15,0.2845696806907654,0.10875754058361053,0.13274753093719482,0.8482263088226318,0.28287187218666077,0.08923735469579697,0.16445834934711456,0.5413179993629456,183.58251953125,0.17452779412269592,0.05319416522979736,0.09286677837371826,0.4431176483631134,0.1736602485179901,0.0428420715034008,0.11245197057723999,0.29801249504089355,165.048583984375,0.20301057398319244,0.08826010674238205,0.10682318359613419,0.7233765125274658,0.19341833889484406,0.06028573587536812,0.1277720183134079,0.4186890125274658,142.0825653076172,0.49800997972488403,0.3264399766921997,0.22428728640079498,2.155423641204834,0.49068683385849,0.18986952304840088,0.28227514028549194,1.4268784523010254,145.54022216796875,,,,,,,,,,0.24648965895175934,0.09613799303770065,0.1199301928281784,0.7498481273651123,0.2437882125377655,0.07428666949272156,0.14730025827884674,0.4792649745941162,170.8471221923828,0.2929270267486572,0.09303081403459146,0.20202748477458954,0.06886378681394092,0.22562944889068604,0.0700170757413207,0.5275846719741821,0.1759159907916819,,,0.26350295543670654,0.08549045722424126
45,0.27547565,,0.10413647,,0.12926185,,0.8129921,,0.27354553,,0.085629724,,0.16013542,,0.52182007,,181.956,,0.28456083,,0.09144796371459961,,0.12992945,,0.03566485,,0.07099354,,0.28986037,,0.12997562,,0.031350717,,0.08447565,,0.20930539,,145.35637,,0.13509236,,0.049567861557006834,,0.21174528,,0.08928018,,0.10801592,,0.72724456,,0.20527467,,0.06165657,,0.13074298,,0.41860148,,124.627174,,0.23407371,,0.07626146793365479,,0.17193322,,0.05825206,,0.09116502,,0.45711857,,0.17048772,,0.04373016,,0.11035836,,0.30806473,,115.31481,,0.16495681,,0.06070096492767334,,0.15408003,,0.05588686,,0.0897847,,0.3412118,,0.15337943,,0.047659073,,0.098288275,,0.2771071,,41.035885,,0.14828616,,0.08059281349182129,,0.17035885,,0.06075912,,0.09202525,,0.44437367,,0.16864644,,0.048677042,,0.10725051,,0.30875373,,98.23723,,0.17506771,,0.07451128959655762,,2009-07-16,0.2846052646636963,0.10902746766805649,0.13282141089439392,0.8529723286628723,0.2828255593776703,0.08928215503692627,0.16475427150726318,0.5421887636184692,184.31155395507812,0.1743396669626236,0.05387861654162407,0.09289626032114029,0.45693013072013855,0.17347091436386108,0.04285828396677971,0.1122717559337616,0.2982321083545685,164.9987335205078,0.20223654806613922,0.08936907351016998,0.10644283890724182,0.725228488445282,0.19225439429283142,0.060655493289232254,0.1269230842590332,0.42294174432754517,142.46905517578125,0.4983193874359131,0.32755225896835327,0.2259223461151123,2.1450438499450684,0.4892854690551758,0.20465803146362305,0.28405138850212097,1.4082632064819336,146.49681091308594,,,,,,,,,,0.24635514616966248,0.09668038785457611,0.11998280137777328,0.7565154433250427,0.24349890649318695,0.07487738132476807,0.14734353125095367,0.4797145128250122,171.29393005371094,0.2940268814563751,0.09377934802339497,0.2165466547012329,0.07251829796337006,0.24044038355350494,0.07702305864848029,0.5506986975669861,0.1789275410521941,,,0.2714209258556366,0.08803015231592326
46,0.27616906,,0.10462904,,0.12987521,,0.82023317,,0.27415442,,0.08596509,,0.16070788,,0.52335787,,182.78271,,0.27491343,,0.08832807540893554,,0.12987344,,0.035867486,,0.07111518,,0.2949261,,0.12988485,,0.031209966,,0.08449476,,0.20904715,,145.75215,,0.14174819,,0.05063808917999268,,0.21067536,,0.08950207,,0.10815131,,0.734684,,0.20438148,,0.06097159,,0.13056481,,0.4154405,,125.70215,,0.21634296,,0.07085631847381592,,0.17230628,,0.05734283,,0.09161323,,0.4529324,,0.17104286,,0.042914037,,0.110978894,,0.30419657,,116.416245,,0.17203116,,0.062382054328918454,,0.15359434,,0.057138022,,0.08904314,,0.34787872,,0.15208608,,0.047619224,,0.09757634,,0.28141198,,41.57763,,0.15329218,,0.08081098556518555,,0.1702191,,0.061360724,,0.09194852,,0.44945925,,0.16819191,,0.048527785,,0.10714872,,0.31014228,,98.873955,,0.17523673,,0.07314496994018554,,2009-07-17,0.28540512919425964,0.10953452438116074,0.133379265666008,0.8609882593154907,0.2835565507411957,0.08959367871284485,0.16535094380378723,0.5437452793121338,185.26388549804688,0.17386247217655182,0.05452137812972069,0.09292404353618622,0.47371745109558105,0.1730387806892395,0.04250599816441536,0.11189613491296768,0.29581016302108765,165.86026000976562,0.20046554505825043,0.0865146592259407,0.1058405339717865,0.7068410515785217,0.19086475670337677,0.05983104556798935,0.12633638083934784,0.4140886664390564,143.2807159423828,0.49967673420906067,0.32856178283691406,0.22371749579906464,2.1474690437316895,0.4926210939884186,0.19179481267929077,0.28432518243789673,1.4093153476715088,149.63522338867188,,,,,,,,,,0.24642670154571533,0.09679234027862549,0.12012200057506561,0.7635087370872498,0.24366913735866547,0.07437089830636978,0.1474645584821701,0.47859951853752136,172.2745361328125,0.28597182035446167,0.09132569929569968,0.2274419069290161,0.0745209663396281,0.23313184082508087,0.0737880765327938,0.7196489572525024,0.2250259690459916,,,0.2755305767059326,0.08853692180802682
47,0.2766445,,0.10448152,,0.13056758,,0.81435484,,0.27456546,,0.08600341,,0.16115959,,0.524985,,183.87463,,0.27866718,,0.08920850753784179,,0.12986815,,0.035968766,,0.0710481,,0.29614714,,0.1298217,,0.031255733,,0.08448979,,0.2094222,,144.788,,0.13734832,,0.04862778663635254,,0.21011174,,0.08943977,,0.10797793,,0.74910265,,0.2041203,,0.060093697,,0.13064267,,0.4076729,,127.18048,,0.2177328,,0.06944328308105469,,0.17278033,,0.057088725,,0.09205259,,0.45210806,,0.17150162,,0.042632725,,0.11171681,,0.30492502,,116.265076,,0.1699831,,0.059872617721557615,,0.15299408,,0.058164988,,0.08816962,,0.35453933,,0.15099943,,0.047486704,,0.09693122,,0.28421444,,42.08779,,0.15258767,,0.07757678508758545,,0.17011513,,0.061659373,,0.09174712,,0.45340756,,0.16796115,,0.04828901,,0.10711774,,0.31037697,,99.11969,,0.17476457,,0.0707946252822876,,2009-07-18,0.286118745803833,0.109555184841156,0.13414981961250305,0.856898307800293,0.28420037031173706,0.08974224328994751,0.16594110429286957,0.5458858013153076,186.45692443847656,0.17369501292705536,0.054686784744262695,0.09259433299303055,0.47497230768203735,0.17285892367362976,0.04271324351429939,0.11160968989133835,0.2962810695171356,165.2756805419922,0.2010236531496048,0.09389680624008179,0.10640011727809906,0.8228545784950256,0.19122903048992157,0.06026242673397064,0.1267961859703064,0.418879896402359,146.0423583984375,0.4993249773979187,0.33532047271728516,0.22305063903331757,2.1466286182403564,0.4921066164970398,0.19659918546676636,0.2840975821018219,1.466926097869873,149.07090759277344,,,,,,,,,,0.24680660665035248,0.09808816015720367,0.12046988308429718,0.7774605751037598,0.24397720396518707,0.07473742961883545,0.1477343887090683,0.4824984669685364,173.0626983642578,0.29309695959091187,0.09339575360060053,0.20775187015533447,0.06927453871002853,0.23944397270679474,0.07279376637967061,0.5412198305130005,0.15701361363024036,,,0.26772454380989075,0.08575524219132262
48,0.27688274,,0.10441555,,0.13105662,,0.81710535,,0.27478102,,0.08596531,,0.16144934,,0.52350056,,184.59529,,0.26352477,,0.08450644493103027,,0.12992795,,0.036151912,,0.07098448,,0.29720914,,0.12982064,,0.03143739,,0.084451035,,0.21017957,,144.48465,,0.13321337,,0.04663955211639404,,0.21033338,,0.08768921,,0.107578285,,0.72855157,,0.20439337,,0.060372833,,0.1308035,,0.40848392,,129.53264,,0.24015515,,0.07511728763580322,,0.17329882,,0.0569978,,0.092672914,,0.45351002,,0.17186525,,0.042307243,,0.112540245,,0.30643138,,116.91504,,0.18608087,,0.06459234714508057,,0.15370873,,0.060245756,,0.088281654,,0.3628827,,0.15117653,,0.048579875,,0.097063325,,0.29110235,,42.64473,,0.15399735,,0.07424325942993164,,0.17053722,,0.062299106,,0.09182344,,0.45471767,,0.16811368,,0.048742954,,0.10732554,,0.3136795,,99.79771,,0.17963605,,0.07028403759002685,,2009-07-19,0.2864443361759186,0.10941818356513977,0.13462360203266144,0.8577646017074585,0.28449931740760803,0.08979421854019165,0.1662425994873047,0.5442220568656921,187.32884216308594,0.17368710041046143,0.05493103340268135,0.09256036579608917,0.47725316882133484,0.17283949255943298,0.043121177703142166,0.11152604222297668,0.2973005473613739,164.97357177734375,0.20144475996494293,0.09501637518405914,0.1062936931848526,0.8285764455795288,0.19149042665958405,0.06060056760907173,0.12660452723503113,0.422561377286911,148.5108642578125,0.4979096055030823,0.3278101682662964,0.22322125732898712,2.1104700565338135,0.4913252592086792,0.19152623414993286,0.28458619117736816,1.4674880504608154,150.92449951171875,,,,,,,,,,0.2469804584980011,0.09798508137464523,0.12069573253393173,0.7781438231468201,0.24413399398326874,0.07476197183132172,0.14785510301589966,0.48247501254081726,173.81735229492188,0.27378275990486145,0.08806070240837016,0.20321005582809448,0.0665751612250574,0.23841272294521332,0.07579902363805133,0.7134861946105957,0.23089017917987803,,,0.26214632391929626,0.08469402080995338
49,0.27726102,,0.10516208,,0.13133465,,0.82430124,,0.27494645,,0.085962124,,0.16169441,,0.52593213,,185.85143,,0.23939724,,0.07734570026397705,,0.13015246,,0.036703825,,0.070987664,,0.30132595,,0.13002433,,0.03167221,,0.08434919,,0.211275,,144.36517,,0.13699307,,0.048880186080932614,,0.21120971,,0.087251894,,0.10771529,,0.7237763,,0.20513637,,0.06063585,,0.13131574,,0.40965822,,131.8329,,0.27365288,,0.0848550796508789,,0.17399432,,0.05817647,,0.093553804,,0.46165273,,0.17239928,,0.04279444,,0.113433994,,0.3116969,,118.18927,,0.17998405,,0.062179250717163084,,0.15372874,,0.060532887,,0.08707932,,0.36895987,,0.15129876,,0.048512544,,0.09627311,,0.29121506,,43.895473,,0.15721439,,0.07316859245300293,,0.17091022,,0.06275058,,0.09158318,,0.4594282,,0.16844656,,0.048921093,,0.10728765,,0.3153416,,100.98359,,0.18354532,,0.070860333442688,,2009-07-20,0.2868511974811554,0.11028953641653061,0.13508421182632446,0.8659806251525879,0.28467002511024475,0.08984464406967163,0.16647620499134064,0.5470150113105774,188.66441345214844,0.17387881875038147,0.05538693442940712,0.0924345850944519,0.479369580745697,0.17309236526489258,0.04345396161079407,0.11104968935251236,0.2978438138961792,165.3720245361328,0.2034282237291336,0.09750020503997803,0.10687793791294098,0.8420956134796143,0.19299542903900146,0.06270357221364975,0.12721949815750122,0.43146753311157227,150.64749145507812,0.4979024827480316,0.346693217754364,0.22411102056503296,2.2394771575927734,0.4913366436958313,0.1958642154932022,0.28478574752807617,1.4860143661499023,152.67959594726562,,,,,,,,,,0.24751903116703033,0.09956879168748856,0.12100443243980408,0.7893543839454651,0.24450547993183136,0.07532715052366257,0.1479169726371765,0.4859365224838257,174.98263549804688,0.2506672739982605,0.0803906769530522,0.20135614275932312,0.0655160214440457,0.2817082405090332,0.08433335254849225,0.6240971088409424,0.20110495138276746,,,0.2523770034313202,0.08059188689023415
